  ; Magasin 7512 CUSSET ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; édité le 09/03/2024 16:28 ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003281656 ; 37CL FRT.PLANTE PRUNE BIO EVIA ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003281656 ; 37CL FRT.PLANTE PRUNE BIO EVIA ; K46982 ;3,06832E+12; 37CL PRUNE EVIAN ; 37CL FRTS PLANTES PRUNE B ;1,08; PF ;0,79;2,5; E ;2,5; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003296398 ; PET 37CL PECH VIO KUSM TEA BIO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003296398 ; PET 37CL PECH VIO KUSM TEA BIO ; K57874 ;3,06832E+12; 37CL PECHE/VIOLET ; PET 37CL PE VIO KUS TEA B ;1,04; DPV ;1,05;2,5; E ;2,5; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003296399 ; 37CL FRTS&PLANTES FRAMB BIO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003296399 ; 37CL FRTS&PLANTES FRAMB BIO ; K49135 ;3,06832E+12; 37CL FRTS&PLANTES ; 37CL FRTS&PLANTES FRAMB ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001125796 ; PET 6X33CL EAU FRAISE ST AMAND ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001125796 ; PET 6X33CL EAU FRAISE ST AMAND ;  ;3,16286E+12; 33CL S.AMAND FRAIS ; ST AMAND FRAISE EAU 33CL ;  ;  ;0,34;0,47; E ;0,47; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001125796 ; PET 6X33CL EAU FRAISE ST AMAND ; 048628 ;3,16286E+12; ST AMAND FRAISE X6 ; ST AMAND FRAIS.PET 6X33CL ;1,93; PF ;2,02;2,82; E ;2,82; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001125795 ; 6X33CL EAU POM/PEC/POIR S.AMAN ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001125795 ; 6X33CL EAU POM/PEC/POIR S.AMAN ;  ;3,16286E+12; 33CL S.AMAND POMME ; ST AMAND POM/PEC/POI 33CL ;  ;  ;0,35;0,48; E ;0,48; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001125795 ; 6X33CL EAU POM/PEC/POIR S.AMAN ; 047450 ;3,16286E+12; S.AMAN.PO/PEC/POIR ; S AMAN.POM/PEC/PO. 6X33CL ;1,95; PF ;2,05;2,83; E ;2,83; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001133727 ; 6X50CL EAU ARO.PLT CIT CRF CLA ;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;19;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001133727 ; 6X50CL EAU ARO.PLT CIT CRF CLA ;  ;3,24541E+12; 50CL EAU DE SOURCE ; 50CL EAU DE SOURCE CIT CI ;  ;  ;0,26;0,4; E ;0,4; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001133727 ; 6X50CL EAU ARO.PLT CIT CRF CLA ;818712;3,24541E+12; 6X50CL EAU ARO.PLT ; 6X50CL EAU ARO.PLT CIT CR ;1,43; DPV ;1,65;2,99; E ;2,99; PVC ; E ;0,055;5; UVC ;7;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000001133727 ; 6X50CL EAU ARO.PLT CIT CRF CLA ;  ;3,56007E+12; 50CL EAU PLT ARO C ; 50CL EAU PLT ARO CIT CRF ;  ;  ;0,28;0,5; E ;0,5; PVC ; E ;0,055;5; UVC ;-23;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000002956527 ; 0.50L PET CRISTALINE FRAISE ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;90;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000002956527 ; 0.50L PET CRISTALINE FRAISE ;  ;3,25438E+12; PET 0.50L CRISTALI ; PET CRISTALINE FRAI.0.50L ;  ;  ;0,4;0,7; E ;0,7; PVC ; E ;0,055;3; UVC ;-18;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000002956527 ; 0.50L PET CRISTALINE FRAISE ;647771;3,25438E+12; PET 6X0.50L CRISTA ; CRISTALINE PET FR.6X0.50L ;2,97; DPV ;2,41;3,99; E ;3,99; PVC ; E ;0,055;3; UVC ;18;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000002957122 ; PET 50CL CRISTALINE PECHE ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;42;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000002957122 ; PET 50CL CRISTALINE PECHE ;  ;3,25438E+12; PET 50CL CRISTALIN ; CRISTALINE PECHE PET 50CL ;  ;  ;0;0,64; E ;0,64; PVC ; E ;0,055;  ; UVC ;-12;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000002957122 ; PET 50CL CRISTALINE PECHE ;645760;3,25438E+12; PET 6X50CL CRISTAL ; CRISTALINE PEC PET 6X50CL ;2,97; DPV ;2,41;3,8; E ;3,8; PVC ; E ;0,055;  ; UVC ;9;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003427665 ; CRISTALINE M.FRUITS 4X20 BIO ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003427665 ; CRISTALINE M.FRUITS 4X20 BIO ; L81509 ;3,25439E+12; CRISTALINE M.FRUIT ; CRISTALINE M.FRUITS 4X20 ;1,76; DPV ;1,44;2,05; R ;2,05; PVC ; R ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003418564 ; 4X20CL POMME BIO CRISTALINE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003418564 ; 4X20CL POMME BIO CRISTALINE ; L78704 ;3,25439E+12; 4X20CL POMME BIO C ; 4X20CL POMME BIO CRISTALI ;1,76; DPV ;1,43;1,99; E ;1,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003472383 ; 4X20CL FRUITS ROUGE CRISTALINE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003472383 ; 4X20CL FRUITS ROUGE CRISTALINE ; L96657 ;3,25439E+12; 4X20CL BIO FRUITS ; 4X20CL BIO FRUITS ROUGE C ;1,76; DPV ;1,43;1,99; E ;1,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003885654 ; 6X50CL EAU AROM FRAISE CRF CLA ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;48;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003885654 ; 6X50CL EAU AROM FRAISE CRF CLA ; Q41336 ;3,56007E+12; 6X50CL EAU AROM FR ; 6X50CL EAU AROM FRAISE CR ;1,59; DPV ;1,84;2,99; E ;2,99; PVC ; E ;0,055;5; UVC ;11;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003885654 ; 6X50CL EAU AROM FRAISE CRF CLA ;  ;3,56007E+12; 50CL EAU AROM FRAI ; 50CL EAU AROM FRAISE CRF ;  ;  ;0,31;0,5; E ;0,5; PVC ; E ;0,055;3; UVC ;-18;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003478302 ; 33CL DADA JUS DE POMME 100% ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003478302 ; 33CL DADA JUS DE POMME 100% ; M32414 ;3,7007E+12; DADA JUS DE POMME ; DADA JUS DE POM 100% 33CL ;0,59; PF ;0,69;0,95; E ;0,95; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003478981 ; 35CL DADA SAVEUR LYCHEE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003478981 ; 35CL DADA SAVEUR LYCHEE ; M33865 ;3,7007E+12; DADA SAVEUR LYCHEE ; DADA SAVEUR LYCHEE 35CL ;  ; PF ;0;0,95; E ;0,95; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003478980 ; 35CL DADA SAVEUR PECHE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003478980 ; 35CL DADA SAVEUR PECHE ; M33866 ;3,7007E+12; DADA SAVEUR PECHE ; DADA SAVEUR PECHE 35CL ;  ; PF ;0;0,95; E ;0,95; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003549542 ; DADA SAVEUR CERISE 35CL ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003549542 ; DADA SAVEUR CERISE 35CL ; M72395 ;3,7007E+12; DADA SAVEUR CERISE ; DADA SAVEUR CERISE 35CL ;0,59; PF ;0,69;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003464129 ; WAT WATER GRENADE 33CL ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003464129 ; WAT WATER GRENADE 33CL ;  ;3,70075E+12; WAT WATER GRENADE ; WAT WATER GRENADE 33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003464129 ; WAT WATER GRENADE 33CL ; M13382 ;3,70075E+12; WAT WATER GRENADE ; WAT WATER GRENADE X4 ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003464130 ; WAT WATER CITRON 33CL ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003464130 ; WAT WATER CITRON 33CL ;  ;3,70075E+12; WAT WATER CITRON 3 ; WAT WATER CITRON 33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003464130 ; WAT WATER CITRON 33CL ;  ;3,70075E+12; WAT WATER CITRON ; WAT WATER CITRON 4X33CL ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003471501 ; WAT WATER MENTHE CONCOMBRE 33C ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003471501 ; WAT WATER MENTHE CONCOMBRE 33C ;  ;3,70075E+12; WAT WATER MENTHE C ; WAT WATER MENTHE CONCOMBR ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003471501 ; WAT WATER MENTHE CONCOMBRE 33C ; M22196 ;3,70075E+12; WAT WATER MENTHE ; WAT WATER MENTHE 4X33CL ;  ; PF ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003834938 ; 33CL LO GINGEMBRE VP ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003834938 ; 33CL LO GINGEMBRE VP ; Q13020 ;3,77002E+12; 33CL LO GINGEMBRE ; 33CL LO GINGEMBRE VP ;0,94; PF ;1,1;1,3; E ;1,3; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463697 ; PET 500ML NO MORE CONC/MENTHE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463697 ; PET 500ML NO MORE CONC/MENTHE ;  ;5,06043E+12; N.MORE CONC.MENTH ; NO MORE CONC/MENTHE 500ML ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463698 ; PET 500ML NO MORE MELON JASM. ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463698 ; PET 500ML NO MORE MELON JASM. ;  ;5,06043E+12; NO MORE MELON JASM ; NO MORE MELON JASMIN ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463699 ; PET 500ML NO MOR.BLUEBER RASP ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463699 ; PET 500ML NO MOR.BLUEBER RASP ;  ;5,06043E+12; NO & MORE FRAM/CAS ; NO & MORE FRAM/CASSIS PET ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463700 ; PET 1L NO MORE CONCOMB/MENTHE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463700 ; PET 1L NO MORE CONCOMB/MENTHE ;  ;5,06043E+12; N.MOR.CONCOMB.MENT ; NO MORE CONCOMB/MENTHE ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463701 ; PET 1L MELON/JASMIN NO MORE ;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003463701 ; PET 1L MELON/JASMIN NO MORE ;  ;5,06043E+12; NO MORE MELON JASM ; NO MORE MELON/JASMIN 1L ;  ;  ;0;  ;  ;  ;  ;  ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003397966 ; 4X50CL CITR/CIT VT VITT UP BIO ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003397966 ; 4X50CL CITR/CIT VT VITT UP BIO ;  ;7,61304E+12; VITTEL CITCIV PBIO ; VITTEL CITCIV PBIO PET 50 ;  ;  ;0,57;0,73; E ;0,73; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003397966 ; 4X50CL CITR/CIT VT VITT UP BIO ; L60361 ;7,61304E+12; 4X50CL CITR/CIT VT ; 4X50CL CITR/CIT VT VITT U ;2,93; DPV ;2,27;2,99; E ;2,99; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003743066 ; VITTEL UP FRAISE BIO 4X33CL ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003743066 ; VITTEL UP FRAISE BIO 4X33CL ;  ;7,61304E+12; VITTEL UP FRAISE B ; VITTEL UP FRAISE BIO 33CL ;  ;  ;0,39;0,59; E ;0,59; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003743066 ; VITTEL UP FRAISE BIO 4X33CL ;839691;7,61304E+12; VITTEL UP FRAISE B ; VITTEL UP FRAISE BIO 4X33 ;1,92; DPV ;1,54;2,34; E ;2,34; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003563716 ; PET 50CL VITTELUP BIO ORG SANG ;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;0;  ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003563716 ; PET 50CL VITTELUP BIO ORG SANG ;  ;7,61304E+12; PET 50CL VITTELUP ; PET 50CL VITTELUP BIO ORG ;  ;  ;0,56;0,73; E ;0,73; PVC ; E ;0,055;  ; UVC ;0;  ;  
 01 ; PGC ;10; BOISSONS ;102; EAUX ;1022; EAUX AROMATISEES ; 000 ; EAUX ARO PLATES ; 003 ; EAU AROMATISEE PLATE 33CL/50CL ; 0000003563716 ; PET 50CL VITTELUP BIO ORG SANG ; N03257 ;7,61304E+12; 4X50CL VITTEL UP ; PET 4X50CL VITTEL UP PAMP ;2,93; DPV ;2,24;2,9; E ;2,9; PVC ; E ;0,055;  ; UVC ;0;  ;  
